campagne,dept_code,stock_production_total,stock_aop_total,stock_igp_total,stock_vsig_total,stock_rose_total,stock_rouge_total,stock_blanc_total,nb_declarants,prod_commercialisable,prod_total,prod_aop_total,prod_igp_total,prod_vsig_total,prod_rose_total,superficie_totale_ha,annual_sortie_hl,stock_commerce,stock_start,implied_absorption,gap_sortie_vs_absorption,stock_turnover_months,stock_to_sortie_ratio,yield_hl_per_ha,rose_pct_production,rose_pct_stock
2024-2025,14,879.9899999999999,0.0,879.18,0.81,0.0,302.27,577.7199999999999,1.0,195.37,195.37,0.0,195.37,0.0,0.0,6.6,1785.0,,981.98,297.36,1487.6399999999999,5.915899159663865,0.4929915966386554,29.601515151515155,0.0,0.0
2019-2020,15,290.46,93.6,131.59,65.27,10.92,182.0,97.54,5.0,89.6,95.1,58.4,31.2,0.0,9.5,8.442599999999999,160.0,,,,,21.784499999999998,1.815375,10.612844384431337,10.602678571428573,3.7595538111960343
2020-2021,15,323.46999999999997,113.0,177.05,33.42,18.689999999999998,205.74,99.04,6.0,215.7,226.29999999999998,100.69999999999999,115.0,0.0,25.0,10.6323,170.0,,290.46,182.69,-12.689999999999998,22.833176470588235,1.9027647058823527,20.28723794475325,11.590171534538712,5.777970136334127
2021-2022,15,152.11,64.49,76.22999999999999,11.39,11.95,94.74,45.42,5.0,80.9,83.45,22.0,58.9,0.0,9.5,8.6174,232.0,,323.46999999999997,252.26,-20.25999999999999,7.867758620689656,0.655646551724138,9.387982454104487,11.742892459826946,7.856156728683189
2022-2023,15,313.5,83.02000000000001,223.98000000000002,6.5,24.3,189.0,100.2,5.0,324.4,341.9,94.5,225.0,4.9,26.5,14.4732,209.0,,152.11,163.01,45.99000000000001,18.0,1.5,22.41384075394522,8.168927250308263,7.751196172248805
2023-2024,15,239.84999999999997,107.96,76.77,55.120000000000005,31.14,142.30999999999997,66.4,5.0,190.0,196.5,80.5,45.400000000000006,64.1,25.5,11.9861,184.0,,313.5,263.65000000000003,-79.65000000000003,15.642391304347823,1.303532608695652,15.851694879902553,13.421052631578947,12.98311444652908
2024-2025,15,170.06,57.300000000000004,53.230000000000004,59.53,7.33,101.9,60.83,5.0,34.400000000000006,35.0,10.8,23.6,0.0,0.0,7.0261,190.0,,239.84999999999997,104.19,85.81,10.740631578947369,0.8950526315789474,4.8960305147948375,0.0,4.310243443490533
2019-2020,16,90346.42,66665.29999999999,17593.11,6088.009999999999,8691.83,29326.85,52327.73999999998,1209.0,3779528.4299999997,3782447.4999999995,4611.2,15127.13,13846.810000000001,4212.91,40823.3295,2263370.0,,,,,0.4790012415115514,0.03991677012596261,92.58256189025444,0.1114665513972599,9.620558291075618
2020-2021,16,86877.64,59868.21,21289.22,5720.209999999999,8064.19,31262.21,47551.240000000005,1072.0,5417449.879999999,5421112.339999999,4498.1,20160.32,28378.47,2518.2799999999997,43169.2298,3291968.0,,90346.42,5420918.659999999,-2128950.659999999,0.31668949394404805,0.026390791162004004,125.49331792803954,0.04648460171817963,9.282238790096049
2021-2022,16,75221.39,53538.68,17757.010000000002,3925.7,8147.080000000001,25774.600000000002,41299.71,1134.0,4625480.09,4628287.29,4084.79,13860.18,17508.17,1093.24,44313.7566,2905684.0,,86877.64,4637136.34,-1731452.3399999999,0.31065204612752106,0.025887670510626758,104.38022963731312,0.023635168214506355,10.83080224920066
2022-2023,16,74439.88000000002,48675.229999999996,19585.67,6178.980000000001,7504.219999999999,26947.48,39988.17999999999,1071.0,5264373.62,5267794.95,4364.0,13711.680000000002,29699.49,1488.24,45500.52529999995,3301693.0,,75221.39,5265155.13,-1963462.13,0.27055167152124693,0.022545972626770574,115.69918336745017,0.028270029967971767,10.080913617808084
2023-2024,16,78314.85999999999,45542.399999999994,21234.28,11538.18,10164.41,28934.3,39216.15,1090.0,6200483.86,6272171.889999993,5078.4400000000005,16397.05,71964.57000000002,3666.99,46379.394300000036,3901225.0,,74439.88000000002,6196608.88,-2295383.88,0.2408931348486693,0.020074427904055774,133.69048806228147,0.0591403845699229,12.97890336521064
2024-2025,16,73320.81999999999,46981.64,16680.9,9658.28,6874.72,26287.35,40158.75,1005.0,4014683.9299999974,4072780.1999999974,4827.17,10520.570000000002,59355.26000000001,2439.7799999999997,47472.56419999983,2505520.0,,78314.85999999999,4019677.9699999974,-1514157.9699999974,0.351164564641272,0.029263713720106003,84.56850809841048,0.060771409220252155,9.376218105580381
2019-2020,17,227478.45999999993,183140.56,32851.380000000005,11486.52,27596.399999999998,35882.33,163999.73,1343.0,4083474.8600000003,4088789.3200000003,38804.37,64440.74,38112.72,32027.340000000004,40809.1176,2838832.0,,,,,0.961572054985994,0.08013100458216617,100.06280704290457,0.7843158363414047,12.131434334486002
2020-2021,17,211894.73,168069.23,30438.18,13387.32,25610.31,34244.75,152039.67,1177.0,5453756.260000001,5461422.2700000005,41939.73,76346.04,102105.92000000001,12348.91,43255.763,3642387.0,,227478.45999999993,5469339.99,-1826952.9900000002,0.6980962648944223,0.05817468874120186,126.08161044344544,0.22642944442845342,12.086336455842956
2021-2022,17,203794.33999999997,161009.01,29042.489999999998,13742.84,23556.37,34229.3,146008.67,1260.0,4998181.43,5002973.39,38453.060000000005,65103.91,65029.21,9873.880000000001,44647.40400000001,3371819.0,,211894.73,5006281.82,-1634462.8200000003,0.7252856929746228,0.0604404744145519,111.94786218701536,0.19754945150120334,11.55889314688524
2022-2023,17,195334.58,152867.31,31149.18,11318.09,20196.309999999998,38857.97,136280.3,1148.0,5144749.880000003,5150892.410000003,38082.05000000001,58467.34,89707.39,17122.23,46180.3167999999,3558437.0,,203794.33999999997,5153209.640000002,-1594772.6400000025,0.6587203763899712,0.05489336469916426,111.4056861558822,0.33280976528250567,10.33934186153829
2023-2024,17,204451.07,152527.54,33968.63,17954.9,26539.870000000003,38944.99,138966.21000000002,1114.0,6445108.029999995,6730513.929999986,49051.659999999996,75258.9,229389.82999999993,20707.670000000006,47724.05459999992,4217913.0,,195334.58,6435991.539999994,-2218078.5399999944,0.5816651125805582,0.048472092715046516,135.04946476194849,0.32129283021498123,12.981037467791193
2024-2025,17,202114.86,155239.97,31547.59,15327.3,25255.4,37471.77,139387.69,1108.0,4017508.759999999,4104834.8000000026,48584.63999999999,48705.28999999999,178721.26,14611.6,49392.01099999992,2721077.0,,204451.07,4019844.9699999993,-1298767.9699999993,0.8913302784154951,0.07427752320129125,81.33924249409496,0.36369802464351075,12.495568114091167
2019-2020,18,181496.36000000002,178772.66,1665.3899999999999,1058.3100000000002,7645.760000000003,41795.009999999995,132055.59,308.0,242967.46999999997,244211.62999999998,239289.5,2435.11,916.65,12763.119999999999,4301.476500000001,314169.0,,,,,6.93243547262779,0.5777029560523158,56.48466753218341,5.253015969586381,4.212624429492692
2020-2021,18,159857.19999999998,154409.62,4381.14,1066.44,4877.400000000001,39205.16,115774.64,292.0,226376.83,227513.06999999998,223326.3,2301.42,749.11,10986.640000000001,4364.6955,374513.0,,181496.36000000002,248015.99000000002,126497.00999999998,5.122082277517736,0.42684018979314464,51.86543482815697,4.85325287044615,3.0510981050587653
2021-2022,18,95449.59999999999,91127.10999999999,3504.96,817.53,3050.7799999999997,25161.86,67236.95999999999,273.0,171180.52999999997,171922.23999999996,169263.61,1334.33,582.59,11235.010000000002,4428.512199999999,366339.0,,159857.19999999998,235588.13,130750.87,3.12659913358938,0.260549927799115,38.65418503306822,6.563252257718798,3.196220832774574
2022-2023,18,137042.34000000005,130737.17,4601.799999999999,1703.37,6400.950000000001,34083.93,96557.46,303.0,268739.67,270644.74,258228.22,3830.7000000000007,1407.7300000000002,15530.439999999991,4487.256299999998,353315.0,,95449.59999999999,227146.9299999999,126168.0700000001,4.654509658520019,0.3878758048766683,59.889529822488655,5.778990500360439,4.670782766844173
2023-2024,18,177833.17,169654.32,5994.49,2184.3599999999997,7240.200000000001,42393.64,128199.33000000002,316.0,298328.1,300206.97,272984.93000000005,5183.030000000001,4502.8099999999995,16291.079999999998,4516.788999999998,319925.0,,137042.34000000005,257537.27000000005,62387.72999999995,6.670307228256623,0.5558589356880519,66.0487129241592,5.460792999385576,4.071343945564261
2024-2025,18,146444.62000000002,139711.33,5090.51,1642.7800000000002,4670.9400000000005,37896.62,103877.06,310.0,196776.17999999996,198018.85,193917.00999999995,1745.03,1114.1400000000003,7556.359999999999,4489.0226,337425.0,,177833.17,228164.72999999995,109260.27000000005,5.208077172705046,0.43400643105875386,43.834972004819036,3.8400786111408403,3.18956066805322
2019-2020,19,3618.3000000000006,1097.3000000000002,2376.24,144.76,144.70999999999998,2031.79,1441.8000000000002,24.0,1732.3799999999999,1735.4799999999998,419.0,1163.06,150.32,340.61,76.9255,1630.0,,,,,26.637791411042947,2.2198159509202458,22.5202306127357,19.6613906879553,3.9993919796589545
2020-2021,19,4317.300000000001,1560.07,2575.31,181.92,105.82,2556.64,1654.84,23.0,3056.35,3063.15,830.45,2129.2200000000003,96.67999999999999,439.83000000000004,83.03190000000001,2191.0,,3618.3000000000006,2357.3499999999995,-166.34999999999945,23.645641259698774,1.9704701049748978,36.809346769133306,14.390694782992789,2.4510689551339953
2021-2022,19,3739.09,1391.48,2154.96,192.64999999999998,55.93000000000001,2237.7699999999995,1445.39,21.0,1609.36,1609.6599999999999,393.01,1169.75,46.6,390.53999999999996,84.91290000000001,2189.0,,4317.300000000001,2187.5700000000006,1.4299999999993815,20.497523983554135,1.7081269986295113,18.95306837948062,24.266789282696227,1.4958185012930956
2022-2023,19,4247.15,1657.48,2329.66,260.01,150.09,2572.2799999999997,1524.78,24.0,2477.8,2478.28,808.8499999999999,1539.88,129.07,453.64,82.5765,2000.0,,3739.09,1969.7400000000007,30.25999999999931,25.4829,2.1235749999999998,30.006115541346514,18.30817660828154,3.53389920299495
2023-2024,19,3911.3699999999994,1765.98,2024.63,120.75999999999999,183.69,1954.1200000000001,1773.5600000000002,23.0,2075.15,2138.0300000000007,578.14,1172.53,324.48,423.88,83.41329999999999,2178.0,,4247.15,2410.93,-232.92999999999984,21.550247933884293,1.7958539944903578,24.87792714111539,20.426475194564247,4.69630845458241
2024-2025,19,2564.16,805.77,1674.5700000000002,83.82000000000001,95.58,1263.57,1205.01,20.0,677.92,678.2699999999999,104.55,496.2199999999999,77.15,253.77999999999997,77.15169999999999,2190.0,,3911.3699999999994,2025.1299999999992,164.8700000000008,14.050191780821917,1.170849315068493,8.786844619107551,37.43509558649988,3.7275365031823293
2019-2020,21,492029.8900000005,487756.99000000046,1275.33,2997.57,3902.1200000000003,338418.1600000004,149709.61000000004,986.0,350658.05,354338.02999999997,348730.27,472.62,1333.81,1334.18,11182.921599999998,2027802.0,,,,,2.9117037462237465,0.24264197885197888,31.356568752122886,0.3804789309699293,0.7930656407886107
2020-2021,21,462164.77,457880.16000000003,1332.79,2951.8199999999997,3032.75,304251.23000000004,154880.78999999998,938.0,392651.73,397938.37,388869.82,1067.73,2383.33,1432.24,9814.636,2435845.0,,492029.8900000005,422516.85000000044,2013328.1499999994,2.276818615305982,0.18973488460883184,40.00675419852555,0.36476090402046624,0.6562053615640153
2021-2022,21,371171.1400000001,367563.31,942.8199999999999,2665.01,2583.4799999999996,247506.51,121081.15000000001,913.0,264418.58999999973,267219.0599999997,262807.5199999997,360.32,1250.75,1144.94,9757.691600000006,2335035.0,,462164.77,355412.2199999997,1979622.7800000003,1.9074890440614385,0.1589574203384532,27.09847788179733,0.43300283841616477,0.6960347186475756
2022-2023,21,424748.49,420165.22000000003,1513.0,3070.27,2794.98,283261.59,138691.92,887.0,484661.1899999957,491752.13999999576,477070.3099999957,1404.63,3501.399999999999,2281.250000000001,9970.223699999968,2033648.0,,371171.1400000001,431083.8399999958,1602564.1600000043,2.506324536006231,0.20886037800051926,48.61086416747071,0.47068963784783785,0.6580317684001655
2023-2024,21,495795.51999999996,489925.82999999996,2264.29,3605.4,3113.7599999999998,332876.53,159805.22999999998,875.0,530651.309999997,543761.8300000015,517656.66999999696,1630.8099999999997,4832.679999999999,2423.54,9894.129900000076,1870882.0,,424748.49,459604.27999999706,1411277.720000003,3.180075622086267,0.26500630184052226,53.63294350926128,0.45671045266994886,0.628033105260814
2024-2025,21,423223.6400000001,418163.70999999996,2065.24,2994.69,2392.41,277700.44999999995,143130.78,840.0,261259.74999999505,263884.8399999958,259872.50999999503,288.34000000000003,998.06,554.0799999999999,9982.38089999997,1980298.0,,495795.51999999996,333831.62999999494,1646466.370000005,2.5646057714545996,0.21371714762121663,26.172087863326862,0.21208012332554496,0.5652826954562367
2019-2020,22,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2020-2021,22,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2021-2022,22,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2022-2023,22,2.7,0.0,0.0,2.7,0.0,0.0,2.7,1.0,4.6,4.6,0.0,0.0,4.6,0.0,1.1,2.0,,,,,16.200000000000003,1.35,4.181818181818181,0.0,0.0
2023-2024,22,15.5,0.0,0.0,15.5,0.0,0.0,15.5,2.0,31.5,31.5,0.0,0.0,31.5,4.0,3.1,14.0,,2.7,18.700000000000003,-4.700000000000003,13.285714285714285,1.1071428571428572,10.161290322580644,12.698412698412698,0.0
2024-2025,22,9.6,0.0,0.0,9.6,0.0,0.0,9.6,3.0,17.2,17.2,0.0,0.0,17.2,0.0,5.7522,21.0,,15.5,23.1,-2.1000000000000014,5.485714285714286,0.45714285714285713,2.990160286499078,0.0,0.0
2019-2020,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,0.0,0.0,6.7,0.0,1.0002,0.0,,,,,,,6.698660267946411,0.0,
2020-2021,23,86.2,0.0,0.0,86.2,0.0,27.3,58.9,1.0,,,,,,,,0.0,,0.0,,,,,,,0.0
2021-2022,23,60.43,0.0,0.0,60.43,0.0,39.58,20.85,1.0,44.9,44.9,0.0,0.0,44.9,0.0,2.35,0.0,,86.2,70.66999999999999,-70.66999999999999,,,19.106382978723403,0.0,0.0
2022-2023,23,64.95,0.0,0.0,64.95,0.0,51.18,13.77,1.0,62.8,62.8,0.0,0.0,62.8,0.0,1.8399999999999999,60.0,,60.43,58.27999999999999,1.720000000000013,12.99,1.0825,34.130434782608695,0.0,0.0
2023-2024,23,82.41,0.0,0.0,82.41,0.0,66.53,15.88,2.0,105.35,105.35,0.0,0.0,105.35,0.0,1.8502,54.0,,64.95,87.89000000000001,-33.890000000000015,18.313333333333333,1.526111111111111,56.9397902929413,0.0,0.0
2024-2025,23,75.55,0.0,0.0,75.55,0.5,61.53,13.52,2.0,59.5,59.5,0.0,0.0,59.5,0.0,2.1002,94.0,,82.41,66.36,27.64,9.64468085106383,0.8037234042553191,28.330635177602133,0.0,0.6618133686300464
2019-2020,24,469734.4499999999,438255.7899999999,16535.450000000004,14943.21,25702.960000000003,265685.11,178346.37999999995,436.0,434882.68999999994,446147.11999999994,386140.31999999995,23632.54,20070.76,58555.28999999999,11313.8396,517429.0,,,,,10.893887663814743,0.9078239719845619,38.43811697666281,13.464617320132929,5.471806464269335
2020-2021,24,459437.70000000007,424577.30000000005,20448.87,14411.53,36057.06,261807.31,161573.33000000002,429.0,446702.1,458510.38,398651.62,25594.28,15784.41,64311.799999999996,11169.5497,529647.0,,469734.4499999999,456998.84999999974,72648.15000000026,10.40929600280942,0.8674413335674517,39.99284769734271,14.39702208697922,7.848084734883532
2021-2022,24,429167.4000000001,397514.38,17704.25,13948.77,28161.25,269661.71,131344.44,409.0,415705.46000000014,425918.8700000001,361066.15,24381.52,25864.58,50483.15999999999,11149.4482,524357.0,,459437.70000000007,445975.76000000007,78381.23999999993,9.821569655787949,0.818464137982329,37.28484607875035,12.143973283391556,6.561833447740903
2022-2023,24,430382.18,395689.52,18079.06,16613.6,22468.78,296742.38,111171.01999999999,406.0,404438.8499999999,413593.5299999999,359788.23,24403.239999999998,17653.399999999998,48129.48,11071.189500000013,501245.0,,429167.4000000001,403224.07,98020.93,10.303516563756247,0.8586263803130205,36.53074947366762,11.900310763914005,5.220657602505755
2023-2024,24,417166.51999999996,383824.07,17604.329999999998,15738.119999999999,27471.01,249237.03,140458.48,390.0,382821.58,393295.5100000006,333732.39999999997,23603.17,17327.59,57837.110000000015,10798.821200000004,426733.0,,430382.18,396037.24000000005,30695.75999999995,11.730984573492089,0.9775820477910074,35.45031192849085,15.108111198955923,6.585142546913881
2024-2025,24,375980.14,342670.80000000005,17336.94,15972.400000000001,28123.4,226795.43,121061.31,384.0,311778.44000000006,320129.3099999994,274806.26,23585.25,11117.17,49174.27999999999,10419.08619999999,449300.0,,417166.51999999996,352964.81999999995,96335.18000000005,10.041757578455377,0.8368131315379479,29.923779688088224,15.772187454655292,7.480022748010041
2019-2020,25,390.06999999999994,0.0,263.15,126.92,7.0,10.76,372.30999999999995,6.0,268.71,279.56,0.0,194.35,74.36,2.5,15.9804,235.0,,,,,19.91846808510638,1.6598723404255316,16.81497334234437,0.9303710319675487,1.7945496962083731
2020-2021,25,467.98999999999995,0.0,303.62,164.37,0.0,26.82,441.16999999999996,7.0,605.7,614.95,114.57,271.0,220.13,38.239999999999995,20.808,262.0,,390.06999999999994,527.78,-265.78,21.434656488549617,1.7862213740458013,29.10899653979239,6.313356447086014,0.0
2021-2022,25,389.44,33.05,253.5,102.89000000000001,0.0,33.34,356.1,7.0,289.47,298.22,76.72,111.25,101.49999999999999,3.8,45.52770000000001,227.0,,467.98999999999995,368.02000000000004,-141.02000000000004,20.58713656387665,1.7155947136563876,6.358107262172259,1.312743980377932,0.0
2022-2023,25,574.6000000000001,29.92,239.16,305.52,0.33,54.66,519.61,10.0,755.8199999999998,781.4199999999998,169.15999999999997,223.6,363.05999999999995,49.85,23.807899999999997,256.0,,389.44,570.6599999999996,-314.6599999999996,26.934375000000006,2.2445312500000005,31.746605118469077,6.595485697652882,0.057431256526279145
2023-2024,25,856.2099999999999,31.5,484.49,340.21999999999997,0.0,86.03999999999999,770.17,10.0,1175.33,1196.7900000000002,334.01,495.31,346.01,209.22,22.9891,323.0,,574.6000000000001,893.7200000000001,-570.7200000000001,31.809659442724453,2.6508049535603715,51.12553340496148,17.80095802880893,0.0
2024-2025,25,594.3200000000002,21.25,360.09999999999997,212.97000000000003,5.84,34.14,554.34,9.0,302.51,321.1,113.92000000000002,120.25,68.34,5.449999999999999,25.0226,344.0,,856.2099999999999,564.3999999999996,-220.39999999999964,20.732093023255818,1.7276744186046515,12.089471118109229,1.8015933357574954,0.9826356171759318
2019-2020,26,604156.6199999999,521440.21999999986,69482.69,13233.71,37645.94,424618.7899999999,141891.88999999993,258.0,723528.8300000002,741936.8700000002,589210.0100000001,115882.06,8857.12,84380.95,16099.0615,823306.0,,,,,8.805813925806442,0.7338178271505368,44.94229865511106,11.662417100919113,6.231155755605228
2020-2021,26,623324.57,527235.46,82651.23000000001,13437.880000000001,46351.23,439343.18,137630.16,209.0,708390.31,726863.26,562650.5,128314.82999999999,13719.560000000001,96281.21999999999,16271.882,829500.0,,604156.6199999999,689222.36,140277.64,9.01735363471971,0.7514461362266425,43.534626787485315,13.59154955126362,7.436130746458463
2021-2022,26,662849.4,555827.63,90751.59,16270.18,48111.79,482826.23,131911.38,228.0,720821.0800000001,744301.54,550535.29,139189.40000000002,23884.550000000003,87746.52,16246.736499999999,811069.0,,623324.57,681296.2499999999,129772.75000000012,9.807048228942298,0.8172540190785248,44.3671305926578,12.173134559272322,7.258328965825419
2022-2023,26,705731.48,591244.25,90175.28,24311.95,47937.37999999999,519011.56,138782.54,242.0,730287.3699999994,752255.6599999995,568209.1299999995,134384.31,21593.939999999995,85695.95000000004,16309.108300000024,853955.0,,662849.4,687405.2899999996,166549.71000000043,9.917124157596126,0.8264270131330105,44.77788463762904,11.734551838134639,6.792580656880998
2023-2024,26,586856.42,504654.17,61393.509999999995,20808.739999999998,41006.61,409405.68,136444.13,234.0,643825.7299999997,661418.2300000021,506484.11999999965,123717.06999999998,10403.52,87897.78000000001,16402.423700000003,824945.0,,705731.48,762700.7899999997,62244.21000000031,8.536662492651026,0.7113885410542522,39.25186556423363,13.6524180231194,6.9875030079759535
2024-2025,26,547949.47,464364.93,60885.689999999995,22698.85,41784.79,379330.79,126833.89,230.0,589601.6500000004,608152.2299999993,465050.4200000004,110499.18000000005,11415.41,88395.84000000003,16244.211600000015,763213.0,,586856.42,628508.6000000003,134704.39999999967,8.615410953429775,0.7179509127858147,36.29610747006028,14.992468219856573,7.625664826357073
2019-2020,27,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2020-2021,27,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2021-2022,27,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2022-2023,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,,,,,
2023-2024,27,54.21,0.0,0.0,54.21,18.29,0.0,35.92,1.0,56.89000000000001,57.47,0.0,0.0,56.89000000000001,10.38,1.6800000000000002,0.0,,0.0,2.680000000000007,-2.680000000000007,,,33.86309523809524,18.24573738794164,33.73916251614093
2024-2025,27,34.97,0.0,0.0,34.97,17.61,0.0,17.36,1.0,52.58,52.7,0.0,0.0,52.58,14.5,4.158000000000001,8.0,,54.21,71.82,-63.81999999999999,52.455,4.37125,12.645502645502642,27.577025484975277,50.35744924220761
2019-2020,28,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-2021,28,1.47,0.0,0.0,1.47,0.0,1.18,0.29,1.0,8.5,8.5,0.0,0.0,8.5,0.0,0.99,0.0,,,,,,,8.585858585858587,0.0,0.0
2021-2022,28,17.799999999999997,0.0,0.0,17.799999999999997,0.0,16.31,1.49,1.0,28.0,28.0,0.0,0.0,28.0,0.0,0.99,0.0,,1.47,11.670000000000002,-11.670000000000002,,,28.282828282828284,0.0,0.0
2022-2023,28,61.540000000000006,0.0,0.0,61.540000000000006,0.0,54.09,7.45,1.0,73.6,73.6,0.0,0.0,73.6,0.0,0.99,33.0,,17.799999999999997,29.859999999999985,3.140000000000015,22.37818181818182,1.864848484848485,74.34343434343434,0.0,0.0
2023-2024,28,87.82,0.0,0.0,87.82,0.24,77.55,10.03,2.0,67.2,67.2,0.0,0.0,67.2,6.25,0.99,42.0,,61.540000000000006,40.920000000000016,1.079999999999984,25.09142857142857,2.090952380952381,67.87878787878788,9.300595238095239,0.2732862673650649
2024-2025,28,71.12,0.0,0.0,71.11999999999999,0.09,66.1,4.93,2.0,10.75,10.75,0.0,0.0,10.75,0.0,2.45,35.0,,87.82,27.44999999999999,7.550000000000011,24.384000000000004,2.032,4.387755102040816,0.0,0.12654668166479188
2019-2020,29,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2020-2021,29,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2021-2022,29,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2022-2023,29,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.282,0.0,,,,,,,0.0,,
2023-2024,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,,,,,,,,,
2024-2025,29,13.5,0.0,0.0,13.5,0.0,0.0,13.5,1.0,13.5,13.799999999999999,0.0,0.0,13.5,0.0,0.782,5.0,,0.0,0.0,5.0,32.4,2.7,17.263427109974423,0.0,0.0
2019-2020,30,1461774.7500000002,614637.5699999998,709442.22,137694.96000000005,296246.43,986938.1600000001,178590.15999999997,611.0,2829109.07,2902245.1999999997,778674.56,1939510.39,108885.56999999999,943904.5899999999,53147.61569999997,3127916.0,,,,,5.6079821197244435,0.4673318433103703,53.23115689647017,33.36402261790493,20.266216118454636
2020-2021,30,1623565.53,566269.23,898100.27,159196.03,439623.26,996965.23,186977.04,614.0,2995069.77,3075694.19,713006.42,2071034.2200000002,207331.21999999997,1114069.78,52980.3799,3137344.0,,1461774.7500000002,2833278.99,304065.0099999998,6.209961789335183,0.5174968157779319,56.53167787118869,37.19678890819294,27.07764188612701
2021-2022,30,1537065.87,649226.4500000001,750742.3300000001,137097.09,375913.39999999997,1033209.15,127943.32,620.0,2645271.9800000004,2717504.8500000006,791025.9400000001,1702965.7999999998,141587.98,928689.07,52485.083900000005,2957671.0,,1623565.53,2731771.6400000006,225899.3599999994,6.236254958715827,0.519687913226319,50.400452536954035,35.10750792438363,24.456557609987133
2022-2023,30,1759470.96,657306.38,926365.05,175799.53,458662.83999999997,1122948.69,177859.43,627.0,2789991.969999999,2869663.089999999,668394.8700000005,1938806.1299999983,181658.53999999998,1029846.1799999987,52105.269400000085,2809228.0,,1537065.87,2567586.879999999,241641.12000000104,7.515819833776397,0.6263183194813664,53.545294019725276,36.912155700577124,26.06822450766678
2023-2024,30,1827208.47,650318.03,973342.4299999999,203548.00999999998,433938.26999999996,1160795.19,232475.01,624.0,2915068.5800000005,3002397.070000008,751897.210000001,1915229.6999999995,228479.60000000012,981077.1699999983,51517.47129999999,2809558.0,,1759470.96,2847331.070000001,-37773.07000000123,7.804253067564364,0.6503544222970303,56.58407733222731,33.65537184034271,23.748700661397436
2024-2025,30,1662581.22,565343.79,893181.73,204055.7,417893.56999999995,1040127.18,204560.47,610.0,2523728.7899999996,2603191.2600000007,624719.5700000002,1725484.3299999996,170200.66999999993,995681.8399999994,50141.49179999995,2872778.0,,1827208.47,2688356.04,184421.95999999996,6.944836893070053,0.5787364077558377,50.33214408670629,39.452806654394884,25.13522737854575
2019-2020,31,58200.05,45779.57,8584.29,3836.19,8850.35,48500.83,848.8699999999999,38.0,74244.58000000002,76179.06000000001,34260.38,33699.39,6284.810000000001,30386.51,1366.5787,70500.0,,,,,9.906391489361702,0.8255326241134752,54.328799358573356,40.92758016814155,15.20677387734203
2020-2021,31,79991.18,50783.61,16254.869999999999,12952.7,22821.74,56253.34,916.0999999999999,40.0,86027.81,88387.61,36695.33,46136.58,3195.9,38519.65,1351.0402,59688.0,,58200.05,64236.67999999999,-4548.679999999993,16.081861680739845,1.3401551400616538,63.67524075153352,44.77581144980908,28.530320467831583
2021-2022,31,62585.780000000006,40114.4,15634.369999999999,6837.01,15448.300000000001,46444.78,692.7,38.0,46308.229999999996,47652.39,21932.5,21590.84,2784.8899999999994,25820.400000000005,1335.0247000000002,60895.0,,79991.18,63713.62999999998,-2818.629999999983,12.333185975860088,1.0277654979883406,34.687170956462445,55.75769145138998,24.683402523704263
2022-2023,31,73485.83,43195.53,23317.33,6972.97,22475.34,50271.409999999996,739.08,42.0,65908.26,67911.87,28285.509999999995,34014.12,3608.63,32961.05,1323.4093,48443.0,,62585.780000000006,55008.21000000001,-6565.210000000006,18.203454781908636,1.516954565159053,49.801871575180854,50.01049944271022,30.584590253658426
2023-2024,31,44420.63,29950.5,6969.619999999999,7500.51,15097.58,28342.09,980.96,38.0,39578.35999999999,40495.5,14598.219999999998,23376.789999999994,1603.35,20672.779999999995,1272.001,42670.0,,73485.83,68643.56,-25973.559999999998,12.49232622451371,1.0410271853761424,31.115038431573556,52.23253313174169,33.987766494982175
2024-2025,31,65867.89,31945.69,24997.89,8924.31,26811.78,37421.34,1634.77,38.0,58348.170000000006,59504.670000000035,18296.07,37096.04,2956.06,31705.47,1224.0128,27126.0,,44420.63,36900.91,-9774.910000000003,29.138637469586374,2.4282197891321977,47.669575024052044,54.338413698321645,40.705387708639215
2019-2020,32,536000.3199999998,184745.89999999997,282806.45999999996,68447.95999999999,42700.79,203581.72999999995,289717.8,269.0,1672046.17,1691710.17,87217.88,1101463.9400000002,360171.78,149133.18,19585.1804,2158792.0,,,,,2.979445838228045,0.24828715318567043,85.37302878251761,8.919202272985082,7.9665605423519175
