檢定,n（年數）,Var 平均（月）,Bordeaux 平均（月）,差距平均（月）,t 值,p 值,顯著
Var vs Bordeaux 庫存周轉率配對 t,6,4.57,21.17,-16.59,-21.314,4.22e-06,***
